"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 02A,LEGS 08,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 05,LEGS 29A,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 29C,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 42B,LEGS 38C,LEGS 06,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,14,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,692,,,,,,,245,,,,,,,,,,,,,,,,,203,402,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Elizabeth Betty Carroll",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Amy L. Nickerson",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Elroy G. Boyer, Jr.",DEM,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Allan Schauber",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,17,"Wendy Alise Cartwright",DEM,Judge Orphans Court,,Y,,,20448,,,,10703,,,3216,,,,,,,,,,13563,,,,,,,,18674,,,,,,6332,,,21559,,,,,,,,,,,,3664,,,,,,,,,21811,,,,,,,,5531,16349,
1,17,"Athena Malloy Groves",DEM,Judge Orphans Court,,Y,,,19656,,,,10362,,,3032,,,,,,,,,,13165,,,,,,,,18010,,,,,,6160,,,20822,,,,,,,,,,,,3565,,,,,,,,,21158,,,,,,,,5380,15686,
1,17,"Vicky L. Ivory-Orem",DEM,Judge Orphans Court,,Y,,,18442,,,,10051,,,2972,,,,,,,,,,12710,,,,,,,,17300,,,,,,5766,,,19501,,,,,,,,,,,,3220,,,,,,,,,19838,,,,,,,,4985,14596,
1,17,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,207,,,,121,,,36,,,,,,,,,,287,,,,,,,,239,,,,,,113,,,145,,,,,,,,,,,,64,,,,,,,,,188,,,,,,,,51,255,
1,18,"Kimberly Jean Cascia",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Thomas Walsh",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Eric Wargotz",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Fred M. McNeil",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3505,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Willie Mae Pauls",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2846,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"John C. Stires",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2416,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Albert Allie Babcock",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,3841,,,,,,,,,,,,,,,,,,,,,,,,,,5268,,,,,2922,,,,,,,,,,,,,,,,,,
1,19,"Bill Mattingly",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,4431,,,,,,,,,,,,,,,,,,,,,,,,,,7228,,,,,3514,,,,,,,,,,,,,,,,,,
1,19,"Michael R. White",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,3161,,,,,,,,,,,,,,,,,,,,,,,,,,4570,,,,,2433,,,,,,,,,,,,,,,,,,
1,19,"Deborah J. Curtis",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,3916,,,,,,,,,,,,,,,,,,,,,,,,,,2952,,,,,1636,,,,,,,,,,,,,,,,,,
1,19,"Julie Randall",DEM,Judge Orphans Court,,,,,,,,,,,,,,,,,,,,,3770,,,,,,,,,,,,,,,,,,,,,,,,,,3199,,,,,2050,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,84,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,,33,,,,,,,,,,,,,,,,,,
1,20,"Kathleen Crossan",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2519
1,20,"Libby Hall",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2280
1,20,"Bob McCready",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2510
1,20,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103
1,21,"Paul S. Carroll",REP,Judge Orphans Court,,Y,,,,,4685,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Will Howard",REP,Judge Orphans Court,,Y,,,,,4390,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"David J. Wheeler",REP,Judge Orphans Court,,Y,,,,,4184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Philip Carey Foster",DEM,Judge Orphans Court,,,,,,,3458,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Joel Marcus Johnson",DEM,Judge Orphans Court,,,,,,,2411,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Paul D. Banister",REP,Judge Orphans Court,,Y,,,,,,,,14356,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3542,,,,3035,,,
1,22,"Andrew Dunn",REP,Judge Orphans Court,,Y,,,,,,,,14674,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3523,,,,3063,,,
1,22,"Frank E. Novinger",REP,Judge Orphans Court,,Y,,,,,,,,13258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3210,,,,2708,,,
1,22,"Karen L. May",DEM,Judge Orphans Court,,,,,,,,,,8549,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1143,,,,3650,,,
1,22,"Bonnie Wood",DEM,Judge Orphans Court,,,,,,,,,,7761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1046,,,,3409,,,
1,22,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,63,,,
1,23,"Grover Green Cantwell, Jr.",REP,Judge Orphans Court,,Y,,,,,3775,,,,,,,,,,,,,,,,,,,,,,4287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1355,,,,1720,,,,,
1,23,"Mark S. Bowen",DEM,Judge Orphans Court,,Y,,,,,2800,,,,,,,,,,,,,,,,,,,,,,4354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2430,,,,1005,,,,,
1,23,"Melissa Pollitt Bright",DEM,Judge Orphans Court,,Y,,,,,2338,,,,,,,,,,,,,,,,,,,,,,3918,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2112,,,,852,,,,,
1,23,"Dean Jones Evans",DEM,Judge Orphans Court,,,,,,,1412,,,,,,,,,,,,,,,,,,,,,,2636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1936,,,,438,,,,,
1,23,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,24,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,11,,,,,
1,24,"Mike Diffendal",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6234,,,,,2765
1,24,"Linda M. Hess",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5651,,,,,2750
1,24,"Cheryl Jacobs",REP,Judge Orphans Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5103,,,,,2531
1,24,"Other Write-Ins",BOT,Judge Orphans Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,171,,,,,129
1,10,"George Robert Ames, Jr.",DEM,Judge Orphans Court,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2387,,,,,,,,,
1,10,"Other Write-Ins",BOT,Judge Orphans Court,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,
1,10,"Carolyn I. Todd",DEM,Judge Orphans Court,002,Y,,,,,3347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"Calvin Travers",DEM,Judge Orphans Court,002,Y,,,,,3386,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,10,"Other Write-Ins",BOT,Judge Orphans Court,002,,Y,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,01,"Craig Robertson",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9458,,,,,,2864,4303,,,,,,,
1,01,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,31,75,,,,,,,
1,02,"Jim Fredericks",REP,Sheriff                ,,Y,,,,,,,,,,,9039,,,,,,,,,3160,3708,,,,,,,,17030,22547,,,,,11913,,,,,,,,,,,,7236,,,,,,,,,,,,,,,,,,,,,
1,02,"James Williams",DEM,Sheriff                ,,,,,,,,,,,,,10128,,,,,,,,,3500,4192,,,,,,,,7751,15556,,,,,17308,,,,,,,,,,,,3870,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,18,,,,,,,,,8,9,,,,,,,,52,35,,,,,41,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,
1,03,"David Anthony Wiggins",REP,Sheriff                ,,,,2723,,,,,,,,,,,,455,,,,,,,,,,,,,,,,,,,,,,2798,,,,,,,,,,,,6375,,,,,,,2569,2770,,,,,,,,,,,,
1,03,"John W. Anderson",DEM,Sheriff                ,,Y,,18211,,,,,,,,,,,,5434,,,,,,,,,,,,,,,,,,,,,,20700,,,,,,,,,,,,16287,,,,,,,17135,17459,,,,,,,,,,,,
1,03,"Stanley Brandford",DEM,Sheriff                ,,,Y,129,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,,,,226,,,,,,,,,,,,177,,,,,,,181,116,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Sheriff                ,,,Y,58,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,65,,,,,,,,,,,,53,,,,,,,47,70,,,,,,,,,,,,
1,04,"Carl H. Magee, Jr.",REP,Sheriff                ,,,,,,,,,,,12748,,,,,,11259,,,,,,,,3613,5635,,10033,,,,,,,,,,,,5194,,,,,,,,3271,,,,,,,,,,,,,,,,14162,,13576,,,,
1,04,"R. Jay Fisher",DEM,Sheriff                ,,Y,,,,,,,,,16465,,,,,,6743,,,,,,,,13843,5817,,19155,,,,,,,,,,,,19510,,,,,,,,6896,,,,,,,,,,,,,,,,11939,,10391,,,,
1,04,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,47,,,,,,20,,,,,,,,26,14,,55,,,,,,,,,,,,37,,,,,,,,23,,,,,,,,,,,,,,,,28,,28,,,,
1,05,"Mike Evans",REP,Sheriff                ,,Y,,,,7979,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5463,3496,,,,,,,,,,,,,,,,,,
1,05,"Michael A. Hawkins",DEM,Sheriff                ,,,,,,4743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2715,2677,,,,,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,91,,,,,,,,,,,,,,,,,,
1,06,"Randy Bounds",REP,Sheriff                ,,Y,,,,,1546,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3462,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Steven Paul Biddle",DEM,Sheriff                ,,,,,,,729,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Jim DeWees",REP,Sheriff                ,,Y,,,,,,3594,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7241,,33722,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,155,,636,,,,,,,,,,,,,,,,,,,,,,,,
1,08,"Scott A. Adams",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6313,,,,,,,,,,,,8767,,,,,,5786,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,,,,,,,,,,,,196,,,,,,71,,,,,,,,,,,
1,09,"Troy Berry",DEM,Sheriff                ,,Y,,,,,,,,,,,,,32730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4472,,
1,09,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,537,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,,
1,10,"Gregory S. Robbins, Sr.",REP,Sheriff                ,,,,,,,2599,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,631,,,,,,,,,
1,10,"James W. Phillips, Jr.",DEM,Sheriff                ,,Y,,,,,3208,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2055,,,,,,,,,
1,10,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,
1,11,"Chuck Jenkins",REP,Sheriff                ,,Y,,,,,,25795,,,,,,,,,,7532,,,,,,,,,,,,,,,,,,,,,,,,8681,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Karl Bickel",DEM,Sheriff                ,,,,,,,,14251,,,,,,,,,,6644,,,,,,,,,,,,,,,,,,,,,,,,12476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,22,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Robert E. Corley",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6666,,,,,,,,
1,12,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,
1,13,"Jeffrey R. Gahler",REP,Sheriff                ,,Y,,,,,,,,,,,,9028,,,15000,,,,,,,8565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15881,,,,,,,,,,,
1,13,"Christopher C. Boardman",DEM,Sheriff                ,,,,,,,,,,,,,,8493,,,4182,,,,,,,3308,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3906,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,26,,,34,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,
1,14,"Bill McMahon",REP,Sheriff                ,,,,,,,,,,,,,,,,,,,13862,,,,,,,6358,,,,,,,,,,,,,,,,,5163,12354,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Marcus Harris",DEM,Sheriff                ,,Y,,,,,,,,,,,,,,,,,22991,,,,,,,10824,,,,,,,,,,,,,,,,,5194,7360,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,37,,,,,,,19,,,,,,,,,,,,,,,,,7,15,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"John F. Price",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3978,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Jae Hwang",REP,Sheriff                ,,,,,,,,,,,,,,,,,,,,7507,,,,,,,6184,,,,,,9098,3319,8556,,,,,,,,,,7441,,,,,,,,,10791,11943,,,,,,,,,,,,,,,
1,16,"Darren Mark Popkin",DEM,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,19677,,,,,,,23285,,,,,,26510,22447,21333,,,,,,,,,,18715,,,,,,,,,21621,20047,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,28,,,,,,,29,,,,,,23,41,33,,,,,,,,,,19,,,,,,,,,30,29,,,,,,,,,,,,,,,
1,17,"Melvin C. High",DEM,Sheriff                ,,Y,,,24475,,,,12777,,,3742,,,,,,,,,,15235,,,,,,,,21808,,,,,,7580,,,25457,,,,,,,,,,,,4636,,,,,,,,,26111,,,,,,,,6805,19719,
1,17,"Other Write-Ins",BOT,Sheriff                ,,,Y,,223,,,,106,,,27,,,,,,,,,,221,,,,,,,,188,,,,,,99,,,179,,,,,,,,,,,,63,,,,,,,,,198,,,,,,,,59,221,
1,18,"Gary Hofmann",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Kevin Rhodes",DEM,Sheriff                ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Tim Cameron",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,5676,,,,,,,,,,,,,,,,,,,,,,,,,,8577,,,,,4546,,,,,,,,,,,,,,,,,,
1,19,"Ted Belleavoine",DEM,Sheriff                ,,,,,,,,,,,,,,,,,,,,,4119,,,,,,,,,,,,,,,,,,,,,,,,,,3064,,,,,1750,,,,,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,7,,,,,,,,,,,,,,,,,,
1,20,"Ronald Howard",DEM,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4102
1,20,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86
1,21,"Joseph Gamble",REP,Sheriff                ,,Y,,,,,5933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Wanda V. Green",DEM,Sheriff                ,,,,,,,2696,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Brian Albert",REP,Sheriff                ,,,,,,,,,,12584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3236,,,,2522,,,
1,22,"Doug Mullendore",DEM,Sheriff                ,,Y,,,,,,,,12315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2035,,,,4574,,,
1,22,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,7,,,
1,23,"Mike Lewis",REP,Sheriff                ,,Y,,,,,4859,,,,,,,,,,,,,,,,,,,,,,6212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2749,,,,2161,,,,,
1,23,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,248,,,,,,,,,,,,,,,,,,,,,,507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,440,,,,62,,,,,
1,24,"Matt Crisafulli",REP,Sheriff                ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8435,,,,,4237
1,24,"Other Write-Ins",BOT,Sheriff                ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,135
1,08,"Christie Stephens",NON,Board of Education,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5686,,,,,,,,,,,,7765,,,,,,5029,,,,,,,,,,,
1,08,"Other Write-Ins",NON,Board of Education,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,,,,,,,,,,,,73,,,,,,43,,,,,,,,,,,
1,08,"William H. Malesh",NON,Board of Education,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5556,,,,,,,,,,,,7527,,,,,,4922,,,,,,,,,,,
1,08,"Other Write-Ins",NON,Board of Education,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,,,,,,,,,,,,78,,,,,,41,,,,,,,,,,,
1,08,"Diana Hawley",NON,Board of Education,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4387,,,,,,,,,,,,6138,,,,,,3830,,,,,,,,,,,
1,08,"Evan T. Jones, Jr.",NON,Board of Education,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1446,,,,,,,,,,,,1830,,,,,,1132,,,,,,,,,,,
1,08,"Other Write-Ins",NON,Board of Education,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,,,,,,39,,,,,,27,,,,,,,,,,,
1,01,"David A. Bohn",NON,Board of Education     ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4022,,,,,,1136,1884,,,,,,,
1,01,"Bob Farrell",NON,Board of Education     ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4206,,,,,,1269,2032,,,,,,,
1,01,"Wayne T. Foote",NON,Board of Education     ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4235,,,,,,1466,2162,,,,,,,
1,01,"Debra Frank",NON,Board of Education     ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4650,,,,,,1049,2174,,,,,,,
1,01,"Nicholas T. Hadley",NON,Board of Education     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3542,,,,,,1526,1262,,,,,,,
1,01,"Carmen B. Jackson",NON,Board of Education     ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3219,,,,,,628,1330,,,,,,,
