County,Month,Year,M-Y,A1,A2,A3,B1,B2,B3,B4,C1,C2,C3,C4,,,,,
Plumas,2,2016,Feb-16,1,0,0,0,0,0,0,0,0,0,0,,,,,
Plumas,3,2016,Mar-16,2,0,0,0,0,1,0,0,0,0,0,,,,,
Plumas,4,2016,Apr-16,1,0,0,0,0,1,0,0,0,0,0,,,,,
Plumas,5,2016,May-16,0,1,0,2,0,1,0,0,0,0,0,,,,,
Plumas,6,2016,Jun-16,1,0,0,2,3,1,3,0,0,0,0,,,,,
Plumas,7,2016,Jul-16,0,1,0,0,0,1,1,1,0,0,0,,,,,
Plumas,8,2016,Aug-16,0,0,0,1,1,1,0,1,0,0,0,,,,,
Plumas,9,2016,Sep-16,1,0,1,0,0,0,0,0,1,1,1,,,,,
Plumas,10,2016,Oct-16,1,0,0,0,0,0,0,3,1,0,0,,,,,
Plumas,11,2016,Nov-16,1,0,0,0,0,1,0,0,0,1,0,,,,,
Plumas,12,2016,Dec-16,0,0,0,1,1,0,1,0,0,1,0,,,,,
Plumas,1,2017,Jan-17,1,1,0,0,0,0,0,1,0,0,0,,,,,
Plumas,2,2017,Feb-17,0,0,0,0,0,0,0,0,0,0,0,,,,,
Plumas,3,2017,Mar-17,1,0,0,0,0,1,1,0,0,0,0,,,,,
Plumas,4,2017,Apr-17,1,0,0,1,0,0,0,0,0,1,0,,,,,
Plumas,5,2017,May-17,1,0,0,0,0,0,0,1,0,0,0,,,,,
Plumas,6,2017,Jun-17,1,0,0,0,0,0,0,1,0,2,0,,,,,
Plumas,7,2017,Jul-17,0,0,0,0,0,0,0,1,0,1,0,,,,,
Plumas,8,2017,Aug-17,2,0,1,0,0,0,0,2,1,2,0,,,,,
Plumas,9,2017,Sep-17,1,0,0,0,0,1,0,1,0,1,0,,,,,
Plumas,10,2017,Oct-17,1,0,0,0,0,0,0,0,0,2,0,,,,,
Plumas,11,2017,Nov-17,0,0,0,0,0,1,1,0,0,0,0,,,,,
Plumas,12,2017,Dec-17,0,0,0,0,0,1,1,0,0,1,1,,,,,
Plumas,1,2018,Jan-18,0,0,0,0,0,0,1,0,0,3,0,,,,,
Plumas,2,2018,Feb-18,0,1,0,0,0,1,0,0,0,0,0,,,,,
Plumas,3,2018,Mar-18,0,1,0,0,0,0,0,5,0,1,0,,,,,
Plumas,4,2018,Apr-18,1,0,0,1,1,0,0,1,1,0,0,,,,,
Plumas,5,2018,May-18,1,0,0,0,0,0,0,2,1,1,0,,,,,
Plumas,6,2018,Jun-18,0,0,0,1,0,0,0,1,0,0,0,,,,,
Plumas,7,2018,Jul-18,1,0,0,0,0,1,1,2,1,1,0,,,,,
Plumas,8,2018,Aug-18,0,0,0,0,0,1,0,2,1,1,0,,,,,
Plumas,9,2018,Sep-18,0,0,0,1,1,0,1,1,0,5,0,,,,,
Plumas,10,2018,Oct-18,0,0,0,0,1,0,2,0,0,2,0,,,,,
Plumas,11,2018,Nov-18,0,0,0,1,1,1,1,1,1,0,0,,,,,
Plumas,12,2018,Dec-18,0,0,1,1,1,0,0,0,0,3,1,,,,,
Plumas,1,2019,Jan-19,1,1,0,0,0,1,0,9,8,0,0,,,,,
Plumas,2,2019,Feb-19,0,0,0,0,1,0,1,3,2,0,0,,,,,
Plumas,3,2019,Mar-19,1,0,0,1,0,0,0,0,0,3,0,,,,,
Plumas,4,2019,Apr-19,2,0,0,0,0,0,0,0,0,0,0,,,,,
Plumas,5,2019,May-19,0,0,0,0,0,1,0,1,1,0,1,,,,,
Plumas,6,2019,Jun-19,0,0,0,0,1,1,0,2,0,0,0,,,,,
Plumas,7,2019,Jul-19,0,0,0,0,0,0,0,1,0,0,0,,,,,
Plumas,8,2019,Aug-19,0,0,0,0,1,0,0,3,0,0,0,,,,,
Plumas,9,2019,Sep-19,0,0,0,0,2,0,0,2,0,0,0,,,,,
Plumas,10,2019,Oct-19,0,0,0,0,0,0,0,1,0,0,0,,,,,
Plumas,11,2019,Nov-19,0,0,0,0,1,0,0,2,0,0,0,,,,,
Plumas,12,2019,Dec-19,0,0,0,0,1,1,0,0,0,0,0,,,,,
Plumas,1,2020,Jan-20,0,0,0,0,1,1,0,1,0,0,0,,,,,
Plumas,2,2020,Feb-20,0,0,0,0,1,1,0,0,0,0,0,,,,,
Plumas,3,2020,Mar-20,0,0,0,0,1,1,0,1,0,0,0,,,,,
Riverside,10,2011,Oct-11,182,U,U,1,1,0,1,247,53,180,U,,,,,
Riverside,11,2011,Nov-11,162,U,U,3,4,1,1,178,148,187,U,,,,,
Riverside,12,2011,Dec-11,139,U,U,13,13,6,9,267,142,151,U,,,,,
Riverside,1,2012,Jan-12,140,U,U,14,27,16,28,255,127,151,U,,,,,
Riverside,2,2012,Feb-12,132,U,U,15,29,18,36,254,197,167,U,,,,,
Riverside,3,2012,Mar-12,105,U,U,28,35,22,42,310,218,159,U,,,,,
Riverside,4,2012,Apr-12,115,25,2,62,30,32,37,271,305,142,U,,,,,
Riverside,5,2012,May-12,116,U,U,49,47,32,57,319,308,122,U,,,,,
Riverside,6,2012,Jun-12,118,U,U,54,48,53,98,320,171,116,U,,,,,
Riverside,7,2012,Jul-12,139,U,U,64,71,30,75,270,263,129,U,,,,,
Riverside,8,2012,Aug-12,154,8,2,35,74,55,124,306,278,131,U,,,,,
Riverside,9,2012,Sep-12,109,6,2,56,73,38,66,260,243,82,U,,,,,
Riverside,10,2012,Oct-12,179,0,1,24,67,57,144,254,247,113,U,,,,,
Riverside,11,2012,Nov-12,125,9,4,28,67,48,123,196,133,82,17,,,,,
Riverside,12,2012,Dec-12,136,4,2,23,61,71,78,189,141,90,39,,,,,
Riverside,1,2013,Jan-13,182,7,0,71,51,82,130,237,169,95,44,,,,,
Riverside,2,2013,Feb-13,147,5,5,58,84,55,118,208,172,61,31,,,,,
Riverside,3,2013,Mar-13,194,1,5,55,61,89,119,186,103,93,41,,,,,
Riverside,4,2013,Apr-13,220,0,1,39,55,73,120,189,142,98,24,,,,,
Riverside,5,2013,May-13,253,1,1,29,65,94,128,145,167,94,12,,,,,
Riverside,6,2013,Jun-13,309,22,1,31,74,82,112,175,115,69,10,,,,,
Riverside,7,2013,Jul-13,334,19,0,39,79,112,117,126,70,78,42,,,,,
Riverside,8,2013,Aug-13,319,24,2,39,83,90,105,156,24,98,28,,,,,
Riverside,9,2013,Sep-13,248,9,6,38,86,102,110,137,56,84,11,,,,,
Riverside,10,2013,Oct-13,244,11,14,34,67,89,103,147,54,85,12,,,,,
Riverside,11,2013,Nov-13,180,9,13,26,51,93,71,121,36,68,10,,,,,
Riverside,12,2013,Dec-13,257,4,5,35,64,78,70,106,48,71,9,,,,,
Riverside,1,2014,Jan-14,276,10,6,30,64,109,93,140,50,87,7,,,,,
Riverside,2,2014,Feb-14,307,9,2,38,84,78,86,104,55,64,12,,,,,
Riverside,3,2014,Mar-14,308,6,5,43,80,86,80,132,54,75,14,,,,,
Riverside,4,2014,Apr-14,339,13,8,38,77,96,117,113,88,65,14,,,,,
Riverside,5,2014,May-14,317,5,4,34,87,110,115,128,62,73,14,,,,,
Riverside,6,2014,Jun-14,335,15,7,34,81,86,105,110,46,53,9,,,,,
Riverside,7,2014,Jul-14,342,1,7,42,104,116,129,117,67,60,11,,,,,
Riverside,8,2014,Aug-14,335,10,6,32,94,102,115,115,47,58,14,,,,,
Riverside,9,2014,Sep-14,306,9,3,41,91,95,106,113,69,49,13,,,,,
Riverside,10,2014,Oct-14,284,17,9,42,93,79,113,104,61,56,7,,,,,
Riverside,11,2014,Nov-14,115,2,3,33,68,79,110,82,62,30,1,,,,,
Riverside,12,2014,Dec-14,148,12,5,31,84,64,92,112,62,39,7,,,,,
Riverside,1,2015,Jan-15,123,24,8,37,71,62,93,117,57,46,10,,,,,
Riverside,2,2015,Feb-15,106,24,7,41,85,64,96,113,65,42,7,,,,,
Riverside,3,2015,Mar-15,132,25,7,36,112,68,140,143,59,58,13,,,,,
Riverside,4,2015,Apr-15,135,15,12,24,96,71,139,146,62,61,23,,,,,
Riverside,5,2015,May-15,106,18,11,27,78,74,95,152,64,80,15,,,,,
Riverside,6,2015,Jun-15,118,19,7,24,109,59,104,194,56,71,19,,,,,
Riverside,7,2015,Jul-15,124,19,3,26,102,66,127,170,66,72,21,,,,,
Riverside,8,2015,Aug-15,116,8,2,25,91,64,122,146,64,61,20,,,,,
Riverside,9,2015,Sep-15,139,21,10,33,84,76,117,153,69,67,15,,,,,
Riverside,10,2015,Oct-15,109,9,1,27,112,75,147,165,88,64,18,,,,,
Riverside,11,2015,Nov-15,106,18,5,27,63,47,113,126,61,56,15,,,,,
Riverside,12,2015,Dec-15,130,8,5,19,71,64,100,126,58,61,20,,,,,
Riverside,1,2016,Jan-16,106,18,5,29,113,55,124,148,72,78,22,,,,,
Riverside,2,2016,Feb-16,119,4,11,18,86,73,133,138,66,69,10,,,,,
Riverside,3,2016,Mar-16,136,16,5,28,100,55,137,150,74,72,20,,,,,
Riverside,4,2016,Apr-16,154,14,8,23,91,80,135,173,77,55,24,,,,,
Riverside,5,2016,May-16,136,1,1,16,94,52,141,168,73,70,25,,,,,
Riverside,6,2016,Jun-16,146,16,5,24,101,65,122,154,49,68,15,,,,,
Riverside,7,2016,Jul-16,142,15,6,30,107,73,135,153,38,77,14,,,,,
Riverside,8,2016,Aug-16,158,6,4,34,113,73,167,180,53,74,17,,,,,
Riverside,9,2016,Sep-16,195,9,2,13,93,88,158,157,48,86,30,,,,,
Riverside,10,2016,Oct-16,148,15,8,28,78,71,126,155,54,65,12,,,,,
Riverside,11,2016,Nov-16,154,20,9,17,103,69,140,137,42,65,15,,,,,
Riverside,12,2016,Dec-16,144,4,3,37,102,74,152,137,43,82,35,,,,,
Riverside,1,2017,Jan-17,161,6,4,29,100,70,87,177,45,68,22,,,,,
Riverside,2,2017,Feb-17,144,10,0,30,113,63,154,106,44,67,15,,,,,
Riverside,3,2017,Mar-17,175,12,10,24,107,76,133,145,51,60,16,,,,,
Riverside,4,2017,Apr-17,170,4,6,22,94,71,139,131,30,87,23,,,,,
Riverside,5,2017,May-17,161,24,17,16,109,59,140,127,46,82,20,,,,,
Riverside,6,2017,Jun-17,169,4,4,29,101,55,137,151,53,72,20,,,,,
Riverside,7,2017,Jul-17,171,7,3,22,103,75,141,139,58,67,20,,,,,
Riverside,8,2017,Aug-17,183,15,7,32,127,79,180,152,54,76,17,,,,,
Riverside,9,2017,Sep-17,161,15,8,24,97,74,133,143,59,75,26,,,,,
Riverside,10,2017,Oct-17,152,6,9,28,112,72,159,141,36,73,20,,,,,
Riverside,11,2017,Nov-17,168,17,8,41,94,54,124,131,59,88,17,,,,,
Riverside,12,2017,Dec-17,154,5,7,35,118,65,146,131,47,69,22,,,,,
Riverside,1,2018,Jan-18,171,12,2,30,84,72,147,140,34,96,21,,,,,
Riverside,2,2018,Feb-18,171,2,6,36,135,86,162,145,60,66,15,,,,,
Riverside,3,2018,Mar-18,187,10,5,41,153,88,182,164,68,77,21,,,,,
Riverside,4,2018,Apr-18,214,8,4,32,109,98,188,168,55,103,20,,,,,
Riverside,5,2018,May-18,206,6,5,40,115,88,150,179,58,80,28,,,,,
Riverside,6,2018,Jun-18,186,14,3,34,131,101,154,167,64,74,28,,,,,
Riverside,7,2018,Jul-18,180,10,2,38,145,77,188,167,50,90,28,,,,,
Riverside,8,2018,Aug-18,196,12,5,35,124,101,176,199,59,89,23,,,,,
Riverside,9,2018,Sep-18,142,19,6,32,116,93,173,157,44,91,23,,,,,
Riverside,10,2018,Oct-18,196,7,7,28,121,92,168,181,57,109,23,,,,,
Riverside,11,2018,Nov-18,169,8,5,24,113,88,164,163,47,91,20,,,,,
Riverside,12,2018,Dec-18,149,6,16,35,116,68,149,156,64,63,19,,,,,
Riverside,1,2019,Jan-19,161,9,8,35,120,71,144,184,37,101,31,,,,,
Riverside,2,2019,Feb-19,153,4,3,33,112,82,154,172,53,60,15,,,,,
Riverside,3,2019,Mar-19,169,23,4,43,128,70,100,174,45,76,20,,,,,
Riverside,4,2019,Apr-19,165,15,7,50,158,90,183,200,45,74,28,,,,,
Riverside,5,2019,May-19,166,12,7,51,123,81,193,184,45,80,26,,,,,
Riverside,6,2019,Jun-19,157,16,5,30,121,72,34,154,42,68,30,,,,,
Riverside,7,2019,Jul-19,184,19,8,47,132,98,113,191,40,81,39,,,,,
Riverside,8,2019,Aug-19,145,14,3,34,121,106,188,199,58,98,38,,,,,
Riverside,9,2019,Sep-19,163,12,10,41,114,91,174,177,49,103,26,,,,,
Riverside,10,2019,Oct-19,159,7,5,52,131,89,177,203,62,92,26,,,,,
Riverside,11,2019,Nov-19,137,5,7,49,116,90,150,176,56,83,26,,,,,
Riverside,12,2019,Dec-19,150,13,8,42,116,72,182,192,55,90,43,,,,,
Riverside,1,2020,Jan-20,161,8,9,66,134,92,145,203,64,91,22,,,,,
Riverside,2,2020,Feb-20,144,8,1,47,128,90,178,177,56,99,20,,,,,
Riverside,3,2020,Mar-20,88,7,4,45,127,81,192,162,52,80,23,,,,,
Sacramento,10,2011,Oct-11,73,U,U,U,U,U,U,299,U,186,34,,,,,
Sacramento,11,2011,Nov-11,52,U,U,U,U,U,U,254,U,165,65,,,,,
Sacramento,12,2011,Dec-11,37,U,U,U,U,U,U,279,U,192,59,,,,,
Sacramento,1,2012,Jan-12,53,0,0,18,2,14,1,325,255,200,87,,,,,
Sacramento,2,2012,Feb-12,43,1,0,42,2,38,2,302,216,188,83,,,,,
Sacramento,3,2012,Mar-12,46,2,1,51,2,51,0,303,248,161,53,,,,,
Sacramento,4,2012,Apr-12,38,1,0,51,2,43,1,287,215,172,57,,,,,
Sacramento,5,2012,May-12,49,2,0,66,6,56,4,300,210,166,66,,,,,
Sacramento,6,2012,Jun-12,40,0,0,58,1,62,5,261,181,164,58,,,,,
Sacramento,7,2012,Jul-12,34,2,0,52,3,74,3,389,183,164,66,,,,,
Sacramento,8,2012,Aug-12,48,1,2,85,8,80,7,271,228,176,65,,,,,
Sacramento,9,2012,Sep-12,43,4,0,45,4,67,4,275,178,168,64,,,,,
Sacramento,10,2012,Oct-12,36,7,0,56,12,73,8,261,220,160,63,,,,,
Sacramento,11,2012,Nov-12,32,9,1,60,8,69,10,201,200,164,57,,,,,
Sacramento,12,2012,Dec-12,32,12,1,70,5,68,7,191,123,167,49,,,,,
Sacramento,1,2013,Jan-13,45,13,0,89,20,74,19,232,164,199,74,,,,,
Sacramento,2,2013,Feb-13,48,15,1,72,13,83,10,201,153,167,48,,,,,
Sacramento,3,2013,Mar-13,41,8,1,106,15,84,12,207,210,151,53,,,,,
Sacramento,4,2013,Apr-13,55,12,0,102,26,76,26,200,112,166,63,,,,,
Sacramento,5,2013,May-13,72,13,1,71,15,78,20,202,159,167,62,,,,,
Sacramento,6,2013,Jun-13,63,8,0,95,23,98,31,156,156,156,58,,,,,
Sacramento,7,2013,Jul-13,58,5,0,91,30,81,36,170,96,166,73,,,,,
Sacramento,8,2013,Aug-13,111,2,0,93,23,72,35,175,30,164,59,,,,,
Sacramento,9,2013,Sep-13,95,2,0,85,21,56,27,165,28,159,53,,,,,
Sacramento,10,2013,Oct-13,106,7,1,102,19,80,24,189,28,177,59,,,,,
Sacramento,11,2013,Nov-13,77,6,0,63,12,72,18,148,25,162,57,,,,,
Sacramento,12,2013,Dec-13,110,2,0,88,16,69,18,146,39,149,47,,,,,
Sacramento,1,2014,Jan-14,133,13,0,108,24,75,34,179,38,143,63,,,,,
Sacramento,2,2014,Feb-14,133,11,0,77,22,75,31,157,42,145,53,,,,,
Sacramento,3,2014,Mar-14,169,6,0,81,22,77,28,186,53,144,59,,,,,
Sacramento,4,2014,Apr-14,143,10,0,94,21,67,33,113,47,116,49,,,,,
Sacramento,5,2014,May-14,145,10,0,104,16,78,20,152,57,117,47,,,,,
Sacramento,6,2014,Jun-14,154,0,0,111,19,80,25,142,55,117,56,,,,,
Sacramento,7,2014,Jul-14,141,14,0,99,24,103,28,161,57,107,39,,,,,
Sacramento,8,2014,Aug-14,151,14,1,98,7,99,23,129,49,119,47,,,,,
Sacramento,9,2014,Sep-14,154,34,0,120,18,88,28,142,61,104,55,,,,,
Sacramento,10,2014,Oct-14,145,21,1,124,15,81,22,114,44,113,42,,,,,
Sacramento,11,2014,Nov-14,97,15,0,80,17,62,17,64,39,80,49,,,,,
Sacramento,12,2014,Dec-14,101,17,1,80,24,67,26,60,42,93,29,,,,,
Sacramento,1,2015,Jan-15,117,12,0,133,24,74,21,132,58,111,37,,,,,
Sacramento,2,2015,Feb-15,106,18,1,103,19,72,21,99,26,102,44,,,,,
Sacramento,3,2015,Mar-15,110,15,2,125,21,97,20,137,38,110,50,,,,,
Sacramento,4,2015,Apr-15,140,6,2,119,22,66,25,133,48,98,35,,,,,
Sacramento,5,2015,May-15,106,11,0,127,12,66,12,120,37,90,40,,,,,
Sacramento,6,2015,Jun-15,125,11,0,117,21,73,19,115,34,110,56,,,,,
Sacramento,7,2015,Jul-15,126,18,0,130,25,88,22,163,59,100,39,,,,,
Sacramento,8,2015,Aug-15,102,8,0,130,19,63,22,126,38,108,37,,,,,
Sacramento,9,2015,Sep-15,107,15,0,111,19,75,15,124,51,108,32,,,,,
Sacramento,10,2015,Oct-15,95,14,0,99,9,73,8,102,31,101,43,,,,,
Sacramento,11,2015,Nov-15,92,23,1,97,10,69,9,103,31,99,33,,,,,
Sacramento,12,2015,Dec-15,125,17,0,110,24,71,18,91,42,80,33,,,,,
Sacramento,1,2016,Jan-16,110,19,3,89,7,78,17,72,6,124,49,,,,,
Sacramento,2,2016,Feb-16,96,2,0,79,6,86,1,68,0,107,60,,,,,
Sacramento,3,2016,Mar-16,106,12,0,85,3,68,0,72,0,109,54,,,,,
Sacramento,4,2016,Apr-16,59,25,0,81,3,87,0,55,0,163,63,,,,,
Sacramento,5,2016,May-16,118,17,0,90,1,77,0,47,0,125,65,,,,,
Sacramento,6,2016,Jun-16,109,10,1,100,4,76,0,63,1,108,56,,,,,
Sacramento,7,2016,Jul-16,97,15,1,89,1,82,0,61,0,103,55,,,,,
Sacramento,8,2016,Aug-16,100,11,3,126,2,101,0,75,0,128,59,,,,,
Sacramento,9,2016,Sep-16,118,28,2,87,1,87,0,69,0,85,51,,,,,
Sacramento,10,2016,Oct-16,87,16,0,76,3,76,0,64,0,130,49,,,,,
Sacramento,11,2016,Nov-16,75,19,0,88,5,73,0,59,0,95,47,,,,,
Sacramento,12,2016,Dec-16,111,15,0,100,2,92,0,58,0,128,57,,,,,
Sacramento,1,2017,Jan-17,63,2,1,89,7,70,0,63,0,85,34,,,,,
Sacramento,2,2017,Feb-17,73,12,0,82,4,76,0,45,1,116,39,,,,,
Sacramento,3,2017,Mar-17,102,20,2,100,1,80,0,38,0,135,64,,,,,
Sacramento,4,2017,Apr-17,90,21,0,95,4,75,0,53,0,103,60,,,,,
Sacramento,5,2017,May-17,75,12,1,121,2,91,0,52,0,119,41,,,,,
Sacramento,6,2017,Jun-17,98,10,1,96,3,91,0,55,0,123,56,,,,,
Sacramento,7,2017,Jul-17,86,15,0,91,4,68,0,67,0,130,66,,,,,
Sacramento,8,2017,Aug-17,117,10,0,121,7,112,0,69,0,123,55,,,,,
Sacramento,9,2017,Sep-17,97,10,0,101,4,79,0,53,0,107,56,,,,,
Sacramento,10,2017,Oct-17,109,9,0,125,1,80,0,56,0,128,67,,,,,
Sacramento,11,2017,Nov-17,105,14,0,93,2,92,0,60,0,111,63,,,,,
Sacramento,12,2017,Dec-17,139,6,0,82,1,90,0,49,1,120,69,,,,,
Sacramento,1,2018,Jan-18,111,4,0,98,7,77,0,39,0,119,58,,,,,
Sacramento,2,2018,Feb-18,129,16,0,88,5,89,0,63,0,112,66,,,,,
Sacramento,3,2018,Mar-18,140,13,0,88,5,98,0,51,1,137,70,,,,,
Sacramento,4,2018,Apr-18,103,14,0,100,1,84,0,48,0,108,53,,,,,
Sacramento,5,2018,May-18,140,7,0,116,3,88,0,59,0,123,74,,,,,
Sacramento,6,2018,Jun-18,131,15,0,91,3,86,0,62,0,121,55,,,,,
Sacramento,7,2018,Jul-18,100,12,0,96,5,90,0,72,2,119,52,,,,,
Sacramento,8,2018,Aug-18,151,9,0,106,4,96,0,63,4,149,78,,,,,
Sacramento,9,2018,Sep-18,114,12,0,102,2,88,0,66,1,125,63,,,,,
Sacramento,10,2018,Oct-18,125,8,0,93,2,100,0,68,7,135,53,,,,,
Sacramento,11,2018,Nov-18,122,10,0,84,1,77,0,44,0,121,65,,,,,
Sacramento,12,2018,Dec-18,118,7,1,91,2,79,0,54,1,109,63,,,,,
Sacramento,1,2019,Jan-19,109,12,0,84,4,90,0,57,1,122,64,,,,,
Sacramento,2,2019,Feb-19,97,7,0,71,3,68,0,70,1,118,48,,,,,
Sacramento,3,2019,Mar-19,135,15,1,99,3,93,0,44,0,118,77,,,,,
Sacramento,4,2019,Apr-19,105,2,0,103,4,92,0,64,6,137,69,,,,,
Sacramento,5,2019,May-19,146,10,0,114,2,95,0,56,5,123,77,,,,,
Sacramento,6,2019,Jun-19,102,14,0,94,2,72,0,49,6,127,62,,,,,
Sacramento,7,2019,Jul-19,113,3,0,111,4,100,0,59,6,139,77,,,,,
Sacramento,8,2019,Aug-19,140,3,0,129,6,104,0,76,2,156,75,,,,,
Sacramento,9,2019,Sep-19,106,2,0,89,5,117,0,44,0,126,64,,,,,
Sacramento,10,2019,Oct-19,126,9,0,122,1,96,0,74,0,124,75,,,,,
Sacramento,11,2019,Nov-19,110,7,0,106,5,70,0,57,0,116,52,,,,,
Sacramento,12,2019,Dec-19,114,2,0,88,2,101,0,48,2,122,67,,,,,
Sacramento,1,2020,Jan-20,115,11,0,95,7,85,0,69,1,131,60,,,,,
Sacramento,2,2020,Feb-20,140,10,0,103,3,95,0,66,3,156,70,,,,,
Sacramento,3,2020,Mar-20,78,2,0,73,6,56,0,45,1,95,39,,,,,
San Benito,10,2011,Oct-11,0,0,0,1,0,0,0,1,1,1,0,,,,,
San Benito,11,2011,Nov-11,1,0,0,0,0,0,0,1,0,4,1,,,,,
San Benito,12,2011,Dec-11,2,0,0,4,0,0,0,1,3,1,0,,,,,
San Benito,1,2012,Jan-12,4,0,0,1,2,0,0,2,0,4,4,,,,,
San Benito,2,2012,Feb-12,1,0,0,1,0,1,1,0,1,7,0,,,,,
San Benito,3,2012,Mar-12,5,0,0,2,1,1,1,4,4,2,4,,,,,
San Benito,4,2012,Apr-12,0,0,0,0,0,0,0,0,0,6,5,,,,,
San Benito,5,2012,May-12,0,0,0,1,1,1,0,3,0,8,14,,,,,
San Benito,6,2012,Jun-12,3,0,0,2,1,1,0,1,1,5,2,,,,,
San Benito,7,2012,Jul-12,1,0,0,3,1,3,2,3,1,5,1,,,,,
San Benito,8,2012,Aug-12,4,0,0,0,2,0,1,3,3,6,3,,,,,
San Benito,9,2012,Sep-12,1,0,0,3,1,2,1,5,8,7,2,,,,,
San Benito,10,2012,Oct-12,6,0,0,2,1,1,5,3,11,3,3,,,,,
San Benito,11,2012,Nov-12,2,0,0,0,2,1,2,2,3,4,1,,,,,
San Benito,12,2012,Dec-12,4,0,0,1,3,1,1,2,1,1,0,,,,,
San Benito,1,2013,Jan-13,4,0,0,6,0,1,1,0,0,4,4,,,,,
San Benito,2,2013,Feb-13,4,1,0,1,1,0,1,0,0,4,0,,,,,
San Benito,3,2013,Mar-13,4,1,0,0,4,0,1,3,1,3,0,,,,,
San Benito,4,2013,Apr-13,3,0,0,1,5,1,6,4,0,3,0,,,,,
San Benito,5,2013,May-13,1,0,0,0,3,2,1,1,1,4,0,,,,,
San Benito,6,2013,Jun-13,3,0,0,0,1,1,0,1,2,3,0,,,,,
San Benito,7,2013,Jul-13,0,0,0,1,2,2,2,4,0,4,0,,,,,
San Benito,8,2013,Aug-13,4,0,0,3,2,1,1,3,0,1,0,,,,,
San Benito,9,2013,Sep-13,4,0,0,1,1,1,0,1,0,5,0,,,,,
San Benito,10,2013,Oct-13,4,0,0,0,2,2,2,1,0,3,0,,,,,
San Benito,11,2013,Nov-13,2,0,0,0,2,0,0,2,0,4,0,,,,,
San Benito,12,2013,Dec-13,0,2,0,0,1,1,0,2,0,6,0,,,,,
San Benito,1,2014,Jan-14,3,0,0,1,3,0,2,3,0,8,0,,,,,
San Benito,2,2014,Feb-14,2,0,0,0,3,0,3,0,0,1,0,,,,,
San Benito,3,2014,Mar-14,4,0,0,0,7,2,0,4,0,4,0,,,,,
San Benito,4,2014,Apr-14,0,0,0,0,5,0,2,4,0,1,0,,,,,
San Benito,5,2014,May-14,1,0,0,1,1,0,0,4,0,1,0,,,,,
San Benito,6,2014,Jun-14,1,0,0,1,1,1,0,2,0,3,0,,,,,
San Benito,7,2014,Jul-14,3,0,0,0,0,2,0,3,0,3,0,,,,,
San Benito,8,2014,Aug-14,1,0,0,0,3,0,0,2,0,1,0,,,,,
San Benito,9,2014,Sep-14,1,0,0,0,9,1,2,4,0,4,0,,,,,
San Benito,10,2014,Oct-14,4,0,0,3,5,3,0,1,0,2,0,,,,,
San Benito,11,2014,Nov-14,2,0,0,1,1,1,0,4,0,3,0,,,,,
San Benito,12,2014,Dec-14,3,0,0,1,4,1,1,2,0,1,0,,,,,
San Benito,1,2015,Jan-15,0,0,0,1,3,2,1,2,0,4,0,,,,,
San Benito,2,2015,Feb-15,2,0,0,1,3,1,1,1,0,6,0,,,,,
San Benito,3,2015,Mar-15,3,0,0,0,0,3,0,3,0,3,0,,,,,
San Benito,4,2015,Apr-15,4,0,0,0,2,1,3,8,2,5,0,,,,,
San Benito,5,2015,May-15,1,0,0,2,2,0,1,4,3,7,0,,,,,
San Benito,6,2015,Jun-15,2,0,0,1,1,0,0,3,0,3,0,,,,,
San Benito,7,2015,Jul-15,1,0,0,2,1,5,3,0,0,1,0,,,,,
San Benito,8,2015,Aug-15,4,0,0,0,1,2,1,3,1,7,0,,,,,
San Benito,9,2015,Sep-15,0,0,0,0,0,2,0,2,0,3,0,,,,,
San Benito,10,2015,Oct-15,1,0,0,0,2,2,1,2,1,4,0,,,,,
San Benito,11,2015,Nov-15,3,0,0,0,1,0,1,3,0,4,0,,,,,
San Benito,12,2015,Dec-15,2,0,0,0,1,1,1,1,0,4,0,,,,,
San Benito,1,2016,Jan-16,0,0,0,1,0,5,3,6,1,4,0,,,,,
San Benito,2,2016,Feb-16,3,0,0,0,2,2,1,0,0,4,1,,,,,
San Benito,3,2016,Mar-16,0,0,0,2,2,2,4,1,0,4,1,,,,,
San Benito,4,2016,Apr-16,2,0,0,1,0,1,1,4,0,5,1,,,,,
San Benito,5,2016,May-16,2,0,0,0,1,0,1,4,0,6,0,,,,,
San Benito,6,2016,Jun-16,2,0,0,0,2,0,2,2,0,3,0,,,,,
San Benito,7,2016,Jul-16,5,0,0,0,0,1,1,3,0,4,0,,,,,
San Benito,8,2016,Aug-16,1,0,0,0,0,1,0,2,0,3,0,,,,,
San Benito,9,2016,Sep-16,1,0,0,1,1,1,1,0,0,2,1,,,,,
San Benito,10,2016,Oct-16,1,0,0,1,0,0,0,0,0,4,1,,,,,
San Benito,11,2016,Nov-16,2,0,0,1,1,0,0,0,0,2,0,,,,,
San Benito,12,2016,Dec-16,2,0,0,0,2,1,1,0,0,1,0,,,,,
San Benito,1,2017,Jan-17,0,0,0,0,2,3,2,1,0,3,2,,,,,
San Benito,2,2017,Feb-17,3,0,0,2,1,2,3,0,0,3,2,,,,,
San Benito,3,2017,Mar-17,2,0,0,0,0,1,1,2,2,3,0,,,,,
San Benito,4,2017,Apr-17,4,0,0,1,3,1,0,0,0,2,2,,,,,
San Benito,5,2017,May-17,3,0,0,2,1,3,3,1,1,0,0,,,,,
San Benito,6,2017,Jun-17,4,0,0,1,3,0,1,1,0,0,0,,,,,
