"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 08,LEGS 02A,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 29A,LEGS 05,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 29C,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 06,LEGS 42B,LEGS 38C,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,13,"Other Write-Ins",BOT,County Council         ,B,,Y,,,,,,,,,,,,,,108,,,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,13,"Gina A. Kazimir",DEM,County Council         ,C,,,,,,,,,,,,,,,,553,,,,,,,1744,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,933,,,,,,,,,,,
1,13,"James V. Jim McMahan, Jr.",REP,County Council         ,C,Y,,,,,,,,,,,,,,,1611,,,,,,,4279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2208,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,C,,Y,,,,,,,,,,,,,,2,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,
1,13,"Chad R. Shrodes",REP,County Council         ,D,Y,,,,,,,,,,,,48,,,3715,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8595,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,D,,Y,,,,,,,,,,,0,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,,,,,,,,,,,
1,13,"Barbara Osborn Kreamer",DEM,County Council         ,E,,,,,,,,,,,,,1575,,,,,,,,,,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1653,,,,,,,,,,,
1,13,"Patrick Vincenti",REP,County Council         ,E,Y,,,,,,,,,,,,1740,,,,,,,,,,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5100,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,E,,Y,,,,,,,,,,,4,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,
1,13,"Joseph C. Smith",DEM,County Council         ,F,,,,,,,,,,,,,3457,,,,,,,,,,566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,,,,,,,,,,,
1,13,"Curtis L. Beulah",REP,County Council         ,F,Y,,,,,,,,,,,,4650,,,,,,,,,,1619,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,County Council         ,F,,Y,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,
1,05,"Emad Emile Dides",DEM,County Commissioner    ,001,,,,,2996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1765,,,,,1179,,,,,,,,,,,,,,
1,05,"Mike Hart",REP,County Commissioner    ,001,Y,,,,8656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6025,,,,,4556,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,,,,27,,,,,,,,,,,,,,
1,07,"Jackie Jones",DEM,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1185,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Stephen Albert Wantz",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8707,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Robin Bartlett Frazier",REP,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,923,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Ken Robinson",DEM,County Commissioner    ,001,Y,,,,,,,,,,,,,18790,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2490,,
1,09,"Charles Lollar",REP,County Commissioner    ,001,,,,,,,,,,,,,,14299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2294,,
1,09,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,
1,12,"S. Larry Tichnell",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5084,,,,,,,,
1,12,"Leo Martin",LIB,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1928,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,,,,,,,,
1,18,"Paul W. Comfort",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Merl Evans",DEM,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,3479,,,,,,,,,,,,,,,,,,,,,,,,,3115,,,,,,,,,,1581,,,,,,,,,,,,,,
1,19,"Tom Jarboe",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,5360,,,,,,,,,,,,,,,,,,,,,,,,,7983,,,,,,,,,,4487,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,6,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,1,,,,,,,,,,,,,,
1,20,"Craig N. Mathies, Sr.",DEM,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,216
1,20,"Van B. Muir, Jr.",REP,County Commissioner    ,001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161
1,20,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0
1,24,"Merrill W. Lockfaw, Jr.",REP,County Commissioner    ,001,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1558
1,24,"Other Write-Ins",BOT,County Commissioner    ,001,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21
1,05,"Michael J. Moore",DEM,County Commissioner    ,002,,,,,3730,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2192,,,,,1817,,,,,,,,,,,,,,
1,05,"Pat Nutter",REP,County Commissioner    ,002,Y,,,,7673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5514,,,,,3336,,,,,,,,,,,,,,
1,05,"Peggy J. O'Donnell",LIB,County Commissioner    ,002,,,,,785,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441,,,,,611,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,5,,,,,,,,,,,,,,
1,07,"C. Richard Weaver",REP,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9574,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Debra Davis",DEM,County Commissioner    ,002,Y,,,,,,,,,,,,,16867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2277,,
1,09,"Mike Bakir",REP,County Commissioner    ,002,,,,,,,,,,,,,,12991,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2202,,
1,09,"Melanie B. Holland",DEM,County Commissioner    ,002,,Y,,,,,,,,,,,,2531,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,239,,
1,09,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,
1,12,"Paul C. Edwards",REP,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6201,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,,,,,,,,
1,18,"Fred M. McNeil",DEM,County Commissioner    ,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Steve Wilson",REP,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Bob Schaller",DEM,County Commissioner    ,002,,,,,,,,,,,,,,,,,,,,4109,,,,,,,,,,,,,,,,,,,,,,,,,4545,,,,,,,,,,2360,,,,,,,,,,,,,,
1,19,"Mike Hewitt",REP,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,4763,,,,,,,,,,,,,,,,,,,,,,,,,6653,,,,,,,,,,3774,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,3,,,,,,,,,,,,,,
1,20,"Rex Simpkins",DEM,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,584
1,20,"Mike Lokey",REP,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18
1,20,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11
1,24,"Diana Purnell",DEM,County Commissioner    ,002,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,,,,633
1,24,"Lorraine Purnell-Ayres",REP,County Commissioner    ,002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,394
1,24,"Other Write-Ins",BOT,County Commissioner    ,002,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0
1,05,"Kelly McConkey",DEM,County Commissioner    ,003,,,,,5554,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3351,,,,,2699,,,,,,,,,,,,,,
1,05,"Evan K. Slaughenhoupt, Jr.",REP,County Commissioner    ,003,Y,,,,6519,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4803,,,,,3040,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,9,,,,,,,,,,,,,,
1,07,"Maria Warburton",DEM,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2068,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Dennis E. Frazier",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6078,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Amanda M. Stewart",DEM,County Commissioner    ,003,Y,,,,,,,,,,,,,19561,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2556,,
1,09,"Marcus N. Tillman",REP,County Commissioner    ,003,,,,,,,,,,,,,,12660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2130,,
1,09,"Cornell CP Posey",DEM,County Commissioner    ,003,,Y,,,,,,,,,,,,107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,
1,09,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,
1,12,"April Hebden",DEM,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546,,,,,,,,
1,12,"Jim Hinebaugh",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3507,,,,,,,,
1,12,"Bill Welch",LIB,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,730,,,,,,,,
1,12,"James R. Smokey Stanton",UNF,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1154,,,,,,,,
1,12,"Bob Gatto",REP,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,,,,,,,,
1,12,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,
1,18,"Robert Buckey Buckey",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9748,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Phil Dumenil",REP,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Joseph Tony St. Clair",DEM,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,4009,,,,,,,,,,,,,,,,,,,,,,,,,4743,,,,,,,,,,2293,,,,,,,,,,,,,,
1,19,"John O'Connor",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,4716,,,,,,,,,,,,,,,,,,,,,,,,,6398,,,,,,,,,,3723,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,3,,,,,,,,,,,,,,
1,20,"Charles F. Fisher",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1004
1,20,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28
1,24,"Michael Stewart Maykrantz",DEM,County Commissioner    ,003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,524,,,,130
1,24,"Bud Church",REP,County Commissioner    ,003,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1372,,,,252
1,24,"Other Write-Ins",BOT,County Commissioner    ,003,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,0
1,07,"Richard Rothschild",REP,County Commissioner    ,004,Y,,,,,,2743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1944,,,3052,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Jim Rowe",REP,County Commissioner    ,004,,Y,,,,,1012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,372,,,1180,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Sean Shaffer",REP,County Commissioner    ,004,,Y,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,8,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,004,,Y,,,,,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,130,,,,,,,,,,,,,,,,,,,,,,,
1,09,"Bobby Rucci",DEM,County Commissioner    ,004,Y,,,,,,,,,,,,,18925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2464,,
1,09,"John Young",REP,County Commissioner    ,004,,,,,,,,,,,,,,13392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2254,,
1,09,"Other Write-Ins",BOT,County Commissioner    ,004,,Y,,,,,,,,,,,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,
1,18,"Mark A. Anderson",REP,County Commissioner    ,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10581,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,County Commissioner    ,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Todd B. Morgan",REP,County Commissioner    ,004,Y,,,,,,,,,,,,,,,,,,,7194,,,,,,,,,,,,,,,,,,,,,,,,,9621,,,,,,,,,,5372,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,County Commissioner    ,004,,Y,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,145,,,,,,,,,,71,,,,,,,,,,,,,,
1,20,"Alfred E. Bradford",DEM,County Commissioner    ,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,626
1,20,"Jerry S. Boston",REP,County Commissioner    ,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,752
1,20,"Eleanor Jeannette Monheiser",UNF,County Commissioner    ,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60
1,20,"Other Write-Ins",BOT,County Commissioner    ,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3
1,24,"Virgil L. Shockley",DEM,County Commissioner    ,004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275,,,,691
1,24,"Ted Elder",REP,County Commissioner    ,004,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,,,,671
1,24,"Other Write-Ins",BOT,County Commissioner    ,004,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,1
1,07,"Doug Howard",REP,County Commissioner    ,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5217,,,4146,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Cathey Allison",REP,County Commissioner    ,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,355,,,290,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,County Commissioner    ,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,68,,,,,,,,,,,,,,,,,,,,,,,
1,20,"Randy Laird",DEM,County Commissioner    ,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1002
1,20,"Other Write-Ins",BOT,County Commissioner    ,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22
1,24,"Tom Wilson",DEM,County Commissioner    ,005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,771,,,,
1,24,"Chip Bertino",REP,County Commissioner    ,005,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1510,,,,
1,24,"Other Write-Ins",BOT,County Commissioner    ,005,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,
1,24,"Madison Jim Bunting, Jr.",REP,County Commissioner    ,006,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2114,,,,
1,24,"Other Write-Ins",BOT,County Commissioner    ,006,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,,,,
1,24,"Joseph M. Mitrecic",REP,County Commissioner    ,007,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1825,,,,
1,24,"Other Write-Ins",BOT,County Commissioner    ,007,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,
1,23,"Melvin M.J. Caldwell, Jr.",BOT,Judge of the Circuit Court,01,,,,,,2531,,,,,,,,,,,,,,,,,,,,,,3334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1455,,,,,862,,,,
1,23,"Jimmy Sarbanes",BOT,Judge of the Circuit Court,01,Y,,,,,3073,,,,,,,,,,,,,,,,,,,,,,4093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1963,,,,,1167,,,,
1,23,"Other Write-Ins",BOT,Judge of the Circuit Court,01,,Y,,,,6,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,1,,,,
1,08,"Brenda A. Sexton",BOT,Judge of the Circuit Court,02,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5576,,,,,,,,,,,7474,,,,,,,4670,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,Judge of the Circuit Court,02,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,,,,,,,47,,,,,,,23,,,,,,,,,,,
1,04,"Colleen A. Cavanaugh",BOT,Judge of the Circuit Court,03,Y,,,,,,,,19938,,,,,,,12112,,,,,,,,12527,7969,,19439,,,,,,,,,,,,16303,,,,,,,,6546,,,,,,,,,,,,,,,,15483,17785,,,,,
1,04,"Julie L. Glass",BOT,Judge of the Circuit Court,03,Y,,,,,,,,17690,,,,,,,10882,,,,,,,,11095,7278,,18711,,,,,,,,,,,,14449,,,,,,,,6129,,,,,,,,,,,,,,,,13387,16522,,,,,
1,04,"Paul J. Hanley",BOT,Judge of the Circuit Court,03,Y,,,,,,,,16284,,,,,,,10094,,,,,,,,9820,6635,,16427,,,,,,,,,,,,12347,,,,,,,,5671,,,,,,,,,,,,,,,,11896,15588,,,,,
1,04,"Justin J. King",BOT,Judge of the Circuit Court,03,Y,,,,,,,,15385,,,,,,,9509,,,,,,,,9729,6380,,15637,,,,,,,,,,,,12250,,,,,,,,5512,,,,,,,,,,,,,,,,11304,14691,,,,,
1,04,"Other Write-Ins",BOT,Judge of the Circuit Court,03,,Y,,,,,,,287,,,,,,,189,,,,,,,,138,140,,290,,,,,,,,,,,,226,,,,,,,,117,,,,,,,,,,,,,,,,257,259,,,,,
1,13,"Yolanda L. Curtin",BOT,Judge of the Circuit Court,03,Y,,,,,,,,,,,,13377,,,14416,,,,,,,8959,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14661,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,Judge of the Circuit Court,03,,Y,,,,,,,,,,,181,,,180,,,,,,,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,,,,,,,,,
1,22,"Donald E. Beachley",BOT,Judge of the Circuit Court,04,Y,,,,,,,,,15025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2998,,,,3889,,,
