"Vote Type (FOR=1,AGAINST=2)","County","Candidate Name","Party","Office Name","Office District","Winner","Write-In?", LEGS 45,LEGS 26,LEGS 27C,LEGS 37B,LEGS 04,LEGS 47A,LEGS 08,LEGS 02A,LEGS 47B,LEGS 30A,LEGS 34A,LEGS 28,LEGS 44A,LEGS 07,LEGS 03B,LEGS 13,LEGS 17,LEGS 29B,LEGS 21,LEGS 31A,LEGS 34B,LEGS 44B,LEGS 12,LEGS 18,LEGS 11,LEGS 38B,LEGS 22,LEGS 31B,LEGS 33,LEGS 16,LEGS 20,LEGS 19,LEGS 23A,LEGS 32,LEGS 43,LEGS 25,LEGS 10,LEGS 36,LEGS 03A,LEGS 09B,LEGS 09A,LEGS 39,LEGS 29A,LEGS 05,LEGS 42A,LEGS 30B,LEGS 46,LEGS 27B,LEGS 35A,LEGS 14,LEGS 15,LEGS 01B,LEGS 29C,LEGS 40,LEGS 41,LEGS 35B,LEGS 24,LEGS 37A,LEGS 01A,LEGS 01C,LEGS 06,LEGS 42B,LEGS 38C,LEGS 02B,LEGS 27A,LEGS 23B,LEGS 38A
1,22,"Dana Moylan Wright",BOT,Judge of the Circuit Court,04,Y,,,,,,,,,14703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3028,,,,3994,,,
1,22,"Other Write-Ins",BOT,Judge of the Circuit Court,04,,Y,,,,,,,,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,56,,,
1,02,"Ronald A. Silkworth",BOT,Judge of the Circuit Court,05,Y,,,,,,,,,,,15108,,,,,,,,,4116,6134,,,,,,,,18255,28676,,,,,19289,,,,,,,,,,,,7751,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,Judge of the Circuit Court,05,,Y,,,,,,,,,,161,,,,,,,,,41,64,,,,,,,,191,303,,,,,223,,,,,,,,,,,,81,,,,,,,,,,,,,,,,,,,,,
1,07,"Fred S. Hecker",BOT,Judge of the Circuit Court,05,Y,,,,,,2803,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406,,,29572,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,Judge of the Circuit Court,05,,Y,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70,,,198,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Danny B. O'Connor",BOT,Judge of the Circuit Court,06,,,,,,,14571,,,,,,,,,,4889,,,,,,,,,,,,,,,,,,,,,,,,8318,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Scott Rolle",BOT,Judge of the Circuit Court,06,Y,,,,,,17223,,,,,,,,,,5252,,,,,,,,,,,,,,,,,,,,,,,,7213,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,Judge of the Circuit Court,06,,Y,,,,,65,,,,,,,,,,21,,,,,,,,,,,,,,,,,,,,,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"Gary Eugene Bair",BOT,Judge of the Circuit Court,06,Y,,,,,,,,,,,,,,,,,,11281,,,,,,,13551,,,,,,17839,12665,13360,,,,,,,,,,10043,,,,,,,,14908,13252,,,,,,,,,,,,,,,,
1,16,"Daniel Patrick Connell",BOT,Judge of the Circuit Court,06,,,,,,,,,,,,,,,,,,,9969,,,,,,,10825,,,,,,15190,9365,12402,,,,,,,,,,9934,,,,,,,,14797,12838,,,,,,,,,,,,,,,,
1,16,"Audrey Anne Creighton",BOT,Judge of the Circuit Court,06,Y,,,,,,,,,,,,,,,,,,11387,,,,,,,13191,,,,,,16285,12740,13417,,,,,,,,,,10802,,,,,,,,15545,13278,,,,,,,,,,,,,,,,
1,16,"Nelson W. Rupp, Jr.",BOT,Judge of the Circuit Court,06,Y,,,,,,,,,,,,,,,,,,10856,,,,,,,13913,,,,,,18207,11857,12725,,,,,,,,,,9577,,,,,,,,14973,13173,,,,,,,,,,,,,,,,
1,16,"Joan Elizabeth Ryon",BOT,Judge of the Circuit Court,06,Y,,,,,,,,,,,,,,,,,,11966,,,,,,,14118,,,,,,19148,12838,13582,,,,,,,,,,10365,,,,,,,,15899,14418,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,Judge of the Circuit Court,06,,Y,,,,,,,,,,,,,,,,,184,,,,,,,225,,,,,,255,172,195,,,,,,,,,,156,,,,,,,,263,230,,,,,,,,,,,,,,,,
1,05,"Mark S. Chandlee",BOT,Judge of the Circuit Court,07,Y,,,,6882,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4784,,,,,3342,,,,,,,,,,,,,,
1,05,"E. Gregory Wells",BOT,Judge of the Circuit Court,07,Y,,,,8054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5277,,,,,3902,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,Judge of the Circuit Court,07,,Y,,,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,18,,,,,,,,,,,,,,
1,09,"Thomas R. Simpson, Jr.",BOT,Judge of the Circuit Court,07,Y,,,,,,,,,,,,,14323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2216,,
1,09,"Jerome R. Spencer",BOT,Judge of the Circuit Court,07,,,,,,,,,,,,,,14124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1891,,
1,09,"H. James West",BOT,Judge of the Circuit Court,07,Y,,,,,,,,,,,,,19031,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2601,,
1,09,"Other Write-Ins",BOT,Judge of the Circuit Court,07,,Y,,,,,,,,,,,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,
1,17,"Sheila R. Tillerson Adams",BOT,Judge of the Circuit Court,07,Y,,,19200,,,,8116,,,2186,,,,,,,,,,10375,,,,,,,,14464,,,,,,5528,,,17898,,,,,,,,,,,,3428,,,,,,,,,17754,,,,,,,,5060,14809,
1,17,"Toni Evon Clarke",BOT,Judge of the Circuit Court,07,Y,,,16001,,,,6581,,,1757,,,,,,,,,,9158,,,,,,,,12502,,,,,,4720,,,14602,,,,,,,,,,,,2826,,,,,,,,,14936,,,,,,,,4107,12587,
1,17,"Lawrence V. Hill, Jr.",BOT,Judge of the Circuit Court,07,Y,,,15719,,,,6470,,,1723,,,,,,,,,,9057,,,,,,,,12335,,,,,,4686,,,14302,,,,,,,,,,,,2771,,,,,,,,,14627,,,,,,,,4087,12329,
1,17,"Other Write-Ins",BOT,Judge of the Circuit Court,07,,Y,,70,,,,43,,,18,,,,,,,,,,123,,,,,,,,141,,,,,,78,,,64,,,,,,,,,,,,33,,,,,,,,,68,,,,,,,,31,127,
1,03,"Melissa Kaye Copeland",BOT,Judge of the Circuit Court,08,Y,,13054,,,,,,,,,,,,4143,,,,,,,,,,,,,,,,,,,,,,14039,,,,,,,,,,,,10348,,,,,,,11442,13915,,,,,,,,,,,,
1,03,"Jeffrey M. Geller",BOT,Judge of the Circuit Court,08,Y,,10195,,,,,,,,,,,,3104,,,,,,,,,,,,,,,,,,,,,,11855,,,,,,,,,,,,8815,,,,,,,8916,11731,,,,,,,,,,,,
1,03,"Philip S. Jackson",BOT,Judge of the Circuit Court,08,Y,,10896,,,,,,,,,,,,3356,,,,,,,,,,,,,,,,,,,,,,12433,,,,,,,,,,,,8945,,,,,,,9547,12150,,,,,,,,,,,,
1,03,"Alfred Nance",BOT,Judge of the Circuit Court,08,Y,,9920,,,,,,,,,,,,3087,,,,,,,,,,,,,,,,,,,,,,11410,,,,,,,,,,,,8191,,,,,,,8720,10990,,,,,,,,,,,,
1,03,"Christopher Panos",BOT,Judge of the Circuit Court,08,Y,,9756,,,,,,,,,,,,2949,,,,,,,,,,,,,,,,,,,,,,11657,,,,,,,,,,,,8787,,,,,,,8604,11090,,,,,,,,,,,,
1,03,"Melissa Phinn",BOT,Judge of the Circuit Court,08,Y,,10442,,,,,,,,,,,,3191,,,,,,,,,,,,,,,,,,,,,,12107,,,,,,,,,,,,9163,,,,,,,9268,11574,,,,,,,,,,,,
1,03,"Julie Rubin",BOT,Judge of the Circuit Court,08,Y,,10105,,,,,,,,,,,,3076,,,,,,,,,,,,,,,,,,,,,,11821,,,,,,,,,,,,9108,,,,,,,8980,11856,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Judge of the Circuit Court,08,,Y,186,,,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,220,,,,,,,,,,,,259,,,,,,,211,151,,,,,,,,,,,,
1,00,"Shirley M. Watts",BOT,Judge Court of Appeals,06,Y,,14988,,,,,,,,,,,,4884,,,,,,,,,,,,,,,,,,,,,,15782,,,,,,,,,,,,11525,,,,,,,13325,15949,,,,,,,,,,,,
2,00,"Shirley M. Watts",BOT,Judge Court of Appeals,06,Y,,2082,,,,,,,,,,,,453,,,,,,,,,,,,,,,,,,,,,,1919,,,,,,,,,,,,2773,,,,,,,1716,1863,,,,,,,,,,,,
1,00,"Kevin F. Arthur",BOT,Judge Special Appeals At Large,,Y,,14157,20013,8728,16337,27558,8381,19995,15511,2243,13885,12002,23142,4586,25045,8277,22530,14748,6460,15172,5384,8314,12848,19330,17581,20770,5890,15244,15919,26265,22956,16067,17455,5775,17149,15071,18732,17522,21963,12609,7347,19105,13264,7972,26950,6695,7021,11195,9293,6628,19819,17434,7122,8716,12626,15265,17458,18332,4454,7242,6703,15255,17703,9188,4201,8528,15515,6935
2,00,"Kevin F. Arthur",BOT,Judge Special Appeals At Large,,Y,,2422,2266,1448,2687,5007,1027,5337,2267,268,2453,2875,4772,593,7446,1319,4147,2443,1297,2443,1266,1781,2346,4174,2390,3915,965,1786,3989,5282,3177,1646,3097,964,4063,2181,1898,3263,3844,2030,1323,4179,2735,1468,4796,1130,1629,2808,1461,1135,4246,3393,1106,1510,1982,2062,4053,1957,693,1232,1161,4988,4627,1361,648,1391,2014,1259
1,00,"Andrea M. Leahy",BOT,Judge Special Appeals At Large,,Y,,14371,20455,8705,16300,27645,8586,20289,15360,2279,14040,12135,23726,4603,25056,8239,22870,15005,6576,15374,5451,8226,13151,19453,17905,20934,5783,15478,15830,26149,23317,16413,17881,5882,17323,15258,19209,17849,21893,12808,7420,19116,13618,7936,27076,6706,7041,11429,9365,6471,20239,17653,7118,8728,12732,15303,17290,18762,4439,7182,6662,15585,17625,9062,4208,8644,15643,6889
2,00,"Andrea M. Leahy",BOT,Judge Special Appeals At Large,,Y,,2179,1848,1440,2609,4851,767,5106,2283,203,2333,2719,4341,544,7303,1262,3829,2224,1169,2158,1196,1804,2121,3945,2142,3725,926,1478,3948,5154,2929,1402,2728,811,3772,1927,1487,2920,3609,1800,1296,4193,2404,1485,4751,1057,1600,2578,1364,1094,3874,3158,1045,1485,1798,1920,4056,1512,587,1236,1137,4907,4569,1357,621,1201,1737,1222
1,00,"Douglas R. M. Nazarian",BOT,Judge Special Appeals,02,Y,,,,,,,,19329,,,,11706,,,24141,,,,,,,7954,12562,7775,,20151,,,,,,,,,,,,16821,,,,,,,,6461,,,,,,,,,,,12820,,,,,14835,17102,,,,,
2,00,"Douglas R. M. Nazarian",BOT,Judge Special Appeals,02,Y,,,,,,,,5693,,,,3040,,,7843,,,,,,,1929,2578,2331,,4241,,,,,,,,,,,,3687,,,,,,,,1190,,,,,,,,,,,3460,,,,,5341,4878,,,,,
1,00,"Michael W. Reed",BOT,Judge Special Appeals,06,Y,,13915,,,,,,,,,,,,4510,,,,,,,,,,,,,,,,,,,,,,14817,,,,,,,,,,,,11169,,,,,,,12370,15005,,,,,,,,,,,,
2,00,"Michael W. Reed",BOT,Judge Special Appeals,06,Y,,2127,,,,,,,,,,,,496,,,,,,,,,,,,,,,,,,,,,,1949,,,,,,,,,,,,2564,,,,,,,1787,1805,,,,,,,,,,,,
1,05,"Nova Tracy-Soper",REP,Treasurer              ,,Y,,,,10428,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7062,,,,,4971,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,Treasurer              ,,,Y,,,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,,32,,,,,,,,,,,,,,
1,19,"Carrie Swartz",DEM,Treasurer              ,,,,,,,,,,,,,,,,,,,,,2919,,,,,,,,,,,,,,,,,,,,,,,,,2998,,,,,,,,,,1330,,,,,,,,,,,,,,
1,19,"Christy Kelly",REP,Treasurer              ,,Y,,,,,,,,,,,,,,,,,,,4505,,,,,,,,,,,,,,,,,,,,,,,,,6911,,,,,,,,,,3802,,,,,,,,,,,,,,
1,19,"Steve Gelrud",UNF,Treasurer              ,,,,,,,,,,,,,,,,,,,,,1298,,,,,,,,,,,,,,,,,,,,,,,,,1018,,,,,,,,,,854,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,Treasurer              ,,,Y,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,5,,,,,,,,,,,,,,
1,22,"Todd L. Hershey",DEM,Treasurer              ,,Y,,,,,,,,,16259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3359,,,,4665,,,
1,22,"Other Write-Ins",BOT,Treasurer              ,,,Y,,,,,,,,206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,48,,,
1,01,"Michael O. Twigg",REP,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8752,,,,,,,2597,4249,,,,,,,
1,01,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,,,,,,,12,36,,,,,,,
1,02,"Anne Colt Leitess",DEM,State's Attorney       ,,,,,,,,,,,,,9594,,,,,,,,,2482,3646,,,,,,,,6576,14146,,,,,12104,,,,,,,,,,,,3674,,,,,,,,,,,,,,,,,,,,,
1,02,"Wes Adams",REP,State's Attorney       ,,Y,,,,,,,,,,,9699,,,,,,,,,3090,3694,,,,,,,,16447,23552,,,,,11747,,,,,,,,,,,,6836,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,14,,,,,,,,,4,10,,,,,,,,14,25,,,,,17,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1,03,"Marilyn J. Mosby",DEM,State's Attorney       ,,Y,,16394,,,,,,,,,,,,5387,,,,,,,,,,,,,,,,,,,,,,17506,,,,,,,,,,,,12778,,,,,,,14693,16992,,,,,,,,,,,,
1,03,"Russell Neverdon",UNF,State's Attorney       ,,,Y,808,,,,,,,,,,,,217,,,,,,,,,,,,,,,,,,,,,,786,,,,,,,,,,,,380,,,,,,,623,915,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,State's Attorney       ,,,Y,152,,,,,,,,,,,,29,,,,,,,,,,,,,,,,,,,,,,200,,,,,,,,,,,,329,,,,,,,197,224,,,,,,,,,,,,
1,04,"Scott Shellenberger",DEM,State's Attorney       ,,Y,,,,,,,,22223,,,,,,,12606,,,,,,,,14883,8551,,22863,,,,,,,,,,,,19926,,,,,,,,7573,,,,,,,,,,,,,,,,17286,18344,,,,,
1,04,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,384,,,,,,,308,,,,,,,,164,200,,326,,,,,,,,,,,,221,,,,,,,,124,,,,,,,,,,,,,,,,400,390,,,,,
1,05,"Laura L. Martin",REP,State's Attorney       ,,Y,,,,10294,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7007,,,,,4891,,,,,,,,,,,,,,
1,05,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,,,,,33,,,,,,,,,,,,,,
1,06,"Jonathan G. Newell",REP,State's Attorney       ,,Y,,,,,1684,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,06,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Brian Deleonardo",REP,State's Attorney       ,,Y,,,,,,3441,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7574,,,34606,,,,,,,,,,,,,,,,,,,,,,,
1,07,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,,,306,,,,,,,,,,,,,,,,,,,,,,,
1,08,"E.D. Ellis Rollins, III",REP,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5747,,,,,,,,,,,7706,,,,,,,5085,,,,,,,,,,,
1,08,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,,,,,,,,,,,77,,,,,,,29,,,,,,,,,,,
1,09,"Anthony Tony Covington",DEM,State's Attorney       ,,Y,,,,,,,,,,,,,25802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3561,,
1,09,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,,
1,10,"William H. Jones",DEM,State's Attorney       ,,Y,,,,,4478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1952,,,,,,,,,
1,10,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,
1,11,"Teresa Rivera Bean",DEM,State's Attorney       ,,,,,,,,10571,,,,,,,,,,4146,,,,,,,,,,,,,,,,,,,,,,,,8126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Charlie Smith",REP,State's Attorney       ,,Y,,,,,,24767,,,,,,,,,,7012,,,,,,,,,,,,,,,,,,,,,,,,8759,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,11,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,17,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,12,"Lisa Thayer Welch",REP,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6031,,,,,,,,
1,12,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,,,,,,
1,13,"Steven Trostle",DEM,State's Attorney       ,,,,,,,,,,,,,,7106,,,4290,,,,,,,2734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3606,,,,,,,,,,,
1,13,"Joseph I. Cassilly",REP,State's Attorney       ,,Y,,,,,,,,,,,,9763,,,15449,,,,,,,9080,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15976,,,,,,,,,,,
1,13,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,16,,,7,,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,
1,14,"Dario Joseph Broccolino",DEM,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,24283,,,,,,,12391,,,,,,,,,,,,,,,,,7633,12424,,,,,,,,,,,,,,,,,,,,,,,,,,
1,14,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,489,,,,,,,213,,,,,,,,,,,,,,,,,166,569,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Andrew C. Meehan",DEM,State's Attorney       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Harris P. Murphy",REP,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,15,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,16,"John McCarthy",DEM,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,14285,,,,,,,18341,,,,,,22819,18204,16673,,,,,,,,,,12467,,,,,,,,17451,15309,,,,,,,,,,,,,,,,
1,16,"Dan Gaskill",REP,State's Attorney       ,,,,,,,,,,,,,,,,,,,,6747,,,,,,,6262,,,,,,10048,3379,8277,,,,,,,,,,6525,,,,,,,,12033,10374,,,,,,,,,,,,,,,,
1,16,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,20,,,,,,,28,,,,,,24,16,27,,,,,,,,,,9,,,,,,,,21,16,,,,,,,,,,,,,,,,
1,17,"Angela Alsobrooks",DEM,State's Attorney       ,,Y,,,23212,,,,10046,,,2697,,,,,,,,,,12446,,,,,,,,17843,,,,,,6526,,,22084,,,,,,,,,,,,4107,,,,,,,,,21789,,,,,,,,5968,17624,
1,17,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,78,,,,32,,,8,,,,,,,,,,107,,,,,,,,91,,,,,,73,,,46,,,,,,,,,,,,22,,,,,,,,,56,,,,,,,,27,118,
1,18,"Lance Richardson",REP,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11334,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,18,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,19,"Shane Mattingly",DEM,State's Attorney       ,,,,,,,,,,,,,,,,,,,,,3959,,,,,,,,,,,,,,,,,,,,,,,,,4078,,,,,,,,,,2110,,,,,,,,,,,,,,
1,19,"Richard D. Fritz",REP,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,,4899,,,,,,,,,,,,,,,,,,,,,,,,,7176,,,,,,,,,,3977,,,,,,,,,,,,,,
1,19,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,5,,,,,,,,,,,,,,
1,20,"Daniel W. Powell",REP,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4006
1,20,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41
1,21,"Scott G. Patterson",DEM,State's Attorney       ,,Y,,,,,6970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,21,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,22,"Charles P. Strong, Jr.",REP,State's Attorney       ,,Y,,,,,,,,,18221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3988,,,,4418,,,
1,22,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,47,,,
1,23,"Matthew A. Maciarello",REP,State's Attorney       ,,Y,,,,,5208,,,,,,,,,,,,,,,,,,,,,,6598,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2612,,,,,1970,,,,
1,23,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,23,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,12,,,,
1,24,"Michael W. Farlow",DEM,State's Attorney       ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3089,,,,2032
1,24,"Beau H. Oglesby",REP,State's Attorney       ,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6695,,,,2634
1,24,"Other Write-Ins",BOT,State's Attorney       ,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,1
1,01,"Dawne Lindsey",REP,Clerk Circuit Court,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9104,,,,,,,2711,4369,,,,,,,
1,01,"Other Write-Ins",BOT,Clerk Circuit Court,,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,,,,,,,4,15,,,,,,,
1,02,"Robert P. Duckworth",REP,Clerk Circuit Court,,Y,,,,,,,,,,,15674,,,,,,,,,4622,6033,,,,,,,,20839,32023,,,,,18860,,,,,,,,,,,,8983,,,,,,,,,,,,,,,,,,,,,
1,02,"Other Write-Ins",BOT,Clerk Circuit Court,,,Y,,,,,,,,,,130,,,,,,,,,40,69,,,,,,,,113,239,,,,,262,,,,,,,,,,,,62,,,,,,,,,,,,,,,,,,,,,
1,03,"Frank M. Conaway",DEM,Clerk Circuit Court,,Y,,16535,,,,,,,,,,,,5421,,,,,,,,,,,,,,,,,,,,,,17046,,,,,,,,,,,,12668,,,,,,,13925,16946,,,,,,,,,,,,
1,03,"Other Write-Ins",BOT,Clerk Circuit Court,,,Y,209,,,,,,,,,,,,63,,,,,,,,,,,,,,,,,,,,,,349,,,,,,,,,,,,304,,,,,,,454,310,,,,,,,,,,,,
1,04,"Julie Ensor",DEM,Clerk Circuit Court,,Y,,,,,,,,15523,,,,,,,7529,,,,,,,,13069,5735,,18261,,,,,,,,,,,,17720,,,,,,,,5748,,,,,,,,,,,,,,,,11335,12026,,,,,
1,04,"Eugene Craig, III",REP,Clerk Circuit Court,,,,,,,,,,13127,,,,,,,10825,,,,,,,,3832,5835,,10203,,,,,,,,,,,,5643,,,,,,,,3336,,,,,,,,,,,,,,,,11210,14039,,,,,
1,04,"Other Write-Ins",BOT,Clerk Circuit Court,,,Y,,,,,,,28,,,,,,,16,,,,,,,,18,9,,22,,,,,,,,,,,,9,,,,,,,,7,,,,,,,,,,,,,,,,25,22,,,,,
1,05,"Kathy P. Smith",DEM,Clerk Circuit Court,,Y,,,,9376,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5952,,,,,4484,,,,,,,,,,,,,,
